Name,Category,Film,Win_Oscar?,Year_Ceremony,Birth_Date,Birth_Place,Gender,Race or Ethnicity,Sexual orientation,Religion,Link
Eddie Murphy,ACTOR IN A SUPPORTING ROLE,Dreamgirls,FALSO,2007,03-04-1961,"Brooklyn, NY",Male,Black,Matter of Dispute,Na,https://www.nndb.com/people/544/000022478/
Mark Wahlberg,ACTOR IN A SUPPORTING ROLE,The Departed,FALSO,2007,05-06-1971,"Dorchester, MA",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/933/000023864/
Penelope Cruz,ACTRESS,Volver,FALSO,2007,28-04-1974,"Madrid, Spain",Female,Hispanic,Straight,Buddhist,/people/748/000025673/
Judi Dench,ACTRESS,Notes on a Scandal,FALSO,2007,09-12-1934,"York, North Yorkshire, England",Female,White,Straight,Quaker,/people/824/000023755/
Helen Mirren,ACTRESS,The Queen,VERDADERO,2007,26-07-1945,"Chiswick, London, England",Female,White,Straight,Na,/people/907/000044775/
Meryl Streep,ACTRESS,The Devil Wears Prada,FALSO,2007,22-06-1949,"Summit, NJ",Female,White,Straight,Na,/people/001/000024926/
Kate Winslet,ACTRESS,Little Children,FALSO,2007,05-10-1975,"Reading, England",Female,White,Straight,Na,/people/582/000023513/
Adriana Barraza,ACTRESS IN A SUPPORTING ROLE,Babel,FALSO,2007,05-03-1956,"Toluca, Mexico",Female,Hispanic,Straight,Na,http://www.nndb.com/people/291/000354226/
Cate Blanchett,ACTRESS IN A SUPPORTING ROLE,Notes on a Scandal,FALSO,2007,14-05-1969,"Melbourne, Victoria, Australia",Female,White,Matter of Dispute,Na,/people/222/000026144/
Abigail Breslin,ACTRESS IN A SUPPORTING ROLE,Little Miss Sunshine,FALSO,2007,14-04-1996,New York City,Female,White,Na,Na,http://www.nndb.com/people/434/000138020/
Jennifer Hudson,ACTRESS IN A SUPPORTING ROLE,Dreamgirls,VERDADERO,2007,12-09-1981,"Chicago, IL",Female,Black,Straight,Baptist,/people/434/000129047/
Rinko Kikuchi,ACTRESS IN A SUPPORTING ROLE,Babel,FALSO,2007,06-01-1981,"Hadano, Japan",Female,Asian,Na,Na,http://www.nndb.com/people/938/000366837/
Alejandro Gonz�lez I��rritu,DIRECTING,Babel,FALSO,2007,15-08-1963,"Mexico City, Mexico",Male,Hispanic,Straight,Na,/people/940/000366839/
Martin Scorsese,DIRECTING,The Departed,VERDADERO,2007,17-11-1942,"Flushing, NY",Male,White,Straight,Roman Catholic,/people/678/000022612/
Clint Eastwood,DIRECTING,Letters from Iwo Jima,FALSO,2007,31-05-1930,"San Francisco, CA",Male,White,Straight,Na,/people/849/000022783/
Stephen Frears,DIRECTING,The Queen,FALSO,2007,20-06-1941,"Leicester, England",Male,White,Straight,Na,http://www.nndb.com/people/752/000032656/
Paul Greengrass,DIRECTING,United 93,FALSO,2007,13-08-1955,"Cheam, Surrey, England",Male,White,Na,Na,http://www.nndb.com/people/020/000115672/
George Clooney,ACTOR,Michael Clayton,FALSO,2008,06-05-1961,"Lexington, KY",Male,White,Straight,Na,/people/763/000022697/
Daniel Day-Lewis,ACTOR,There Will Be Blood,VERDADERO,2008,29-04-1957,"London, England",Male,White,Straight,Na,/people/788/000022722/
Johnny Depp,ACTOR,Sweeney Todd The Demon Barber of Fleet Street,FALSO,2008,09-06-1963,"Owensboro, KY",Male,White,Straight,Na,http://www.nndb.com/people/902/000022836/
Tommy Lee Jones,ACTOR,In the Valley of Elah,FALSO,2008,15-09-1946,"San Saba, TX",Male,White,Straight,Na,/people/530/000022464/
Viggo Mortensen,ACTOR,Eastern Promises,FALSO,2008,20-10-1958,"Manhattan, NY",Male,White,Straight,Na,http://www.nndb.com/people/671/000030581/
Casey Affleck,ACTOR IN A SUPPORTING ROLE,The Assassination of Jesse James by the Coward Robert Ford,FALSO,2008,12-08-1975,"Falmouth, MA",Male,White,Straight,Na,http://www.nndb.com/people/339/000026261/
Javier Bardem,ACTOR IN A SUPPORTING ROLE,No Country for Old Men,VERDADERO,2008,01-03-1969,"Las Palmas de Gran Canaria, Canary Islands",Male,Hispanic,Straight,Na,/people/733/000109406/
Philip Seymour Hoffman,ACTOR IN A SUPPORTING ROLE,Charlie Wilson's War,FALSO,2008,23-07-1967,"Fairport, NY",Male,White,Straight,Na,/people/409/000027328/
Hal Holbrook,ACTOR IN A SUPPORTING ROLE,Into the Wild,FALSO,2008,17-02-1925,"Cleveland, OH",Male,White,Straight,Na,http://www.nndb.com/people/000/000022931/
Tom Wilkinson,ACTOR IN A SUPPORTING ROLE,Michael Clayton,FALSO,2008,12-12-1948,"Leeds, Yorkshire, England",Male,White,Na,Na,http://www.nndb.com/people/774/000107453/
Cate Blanchett,ACTRESS,Elizabeth: The Golden Age,FALSO,2008,14-05-1969,"Melbourne, Victoria, Australia",Female,White,Matter of Dispute,Na,/people/222/000026144/
Julie Christie,ACTRESS,Away from Her,FALSO,2008,14-04-1941,"Chabua, Assam, India",Female,White,Straight,Na,/people/801/000063612/
Marion Cotillard,ACTRESS,La Vie en Rose,VERDADERO,2008,30-09-1975,"Paris, France",Female,White,Straight,Na,/people/723/000136315/
Laura Linney,ACTRESS,The Savages,FALSO,2008,05-02-1964,New York City,Female,White,Straight,Na,http://www.nndb.com/people/573/000031480/
Ellen Page,ACTRESS,Juno,FALSO,2008,21-02-1987,"Halifax, Nova Scotia, Canada",Female,White,Lesbian,Na,http://www.nndb.com/people/433/000133034/
Cate Blanchett,ACTRESS IN A SUPPORTING ROLE,I'm Not There,FALSO,2008,14-05-1969,"Melbourne, Victoria, Australia",Female,White,Matter of Dispute,Na,/people/222/000026144/
Ruby Dee,ACTRESS IN A SUPPORTING ROLE,American Gangster,FALSO,2008,27-10-1924,"Cleveland, OH",Female,Black,Straight,Na,http://www.nndb.com/people/673/000083424/
Saoirse Ronan,ACTRESS IN A SUPPORTING ROLE,Atonement,FALSO,2008,12-04-1994,New York City,Female,White,Na,Roman Catholic,http://www.nndb.com/people/184/000272365/
Amy Ryan,ACTRESS IN A SUPPORTING ROLE,Gone Baby Gone,FALSO,2008,30-11-1969,"Queens, NY",Female,White,Na,Na,http://www.nndb.com/people/362/000163870/
Tilda Swinton,ACTRESS IN A SUPPORTING ROLE,Michael Clayton,VERDADERO,2008,05-11-1960,"London, England",Female,White,Straight,Na,/people/178/000108851/
Julian Schnabel,DIRECTING,The Diving Bell and the Butterfly,FALSO,2008,26-10-1951,"Brooklyn, NY",Male,White,Straight,Na,http://www.nndb.com/people/814/000165319/
Jason Reitman,DIRECTING,Juno,FALSO,2008,19-10-1977,"Montreal, Quebec, Canada",Male,White,Straight,Jewish,http://www.nndb.com/people/458/000213816/
Tony Gilroy,DIRECTING,Michael Clayton,FALSO,2008,11-09-1956,"Manhattan, NY",Male,White,Straight,Na,https://www.nndb.com/people/022/000354954/
Ethan Coen,DIRECTING,No Country for Old Men,VERDADERO,2008,21-09-1957,"St. Louis Park, MN",Male,White,Straight,Jewish,/people/400/000025325/
Joel Coen,DIRECTING,No Country for Old Men,VERDADERO,2008,29-11-1954,"St. Louis Park, MN",Male,White,Straight,Jewish,/people/399/000025324/
Paul Thomas Anderson,DIRECTING,There Will Be Blood,FALSO,2008,26-06-1970,"Studio City, CA",Male,White,Straight,Na,http://www.nndb.com/people/401/000108077/
Richard Jenkins,ACTOR,The Visitor,FALSO,2009,02-12-1953,"DeKalb, IL",Male,White,Na,Na,http://www.nndb.com/people/044/000130651/
Frank Langella,ACTOR,Frost/Nixon,FALSO,2009,01-01-1938,"Bayonne, NJ",Male,White,Matter of Dispute,Na,http://www.nndb.com/people/141/000024069/
Sean Penn,ACTOR,Milk,VERDADERO,2009,17-08-1960,"Burbank, CA",Male,White,Straight,Roman Catholic,/people/331/000025256/
Brad Pitt,ACTOR,The Curious Case of Benjamin Button,FALSO,2009,18-12-1963,"Shawnee, OK",Male,White,Straight,Agnostic,http://www.nndb.com/people/688/000025613/
Mickey Rourke,ACTOR,The Wrestler,FALSO,2009,16-09-1952,"Schenectady, NY",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/466/000025391/
Josh Brolin,ACTOR IN A SUPPORTING ROLE,Milk,FALSO,2009,12-02-1968,"Los Angeles, CA",Male,White,Straight,Na,http://www.nndb.com/people/395/000057224/
Robert Downey Jr.,ACTOR IN A SUPPORTING ROLE,Tropic Thunder,FALSO,2009,04-04-1965,New York City,Male,White,Straight,Na,http://www.nndb.com/people/597/000022531/
Philip Seymour Hoffman,ACTOR IN A SUPPORTING ROLE,Doubt,FALSO,2009,23-07-1967,"Fairport, NY",Male,White,Straight,Na,/people/409/000027328/
Heath Ledger,ACTOR IN A SUPPORTING ROLE,The Dark Knight,VERDADERO,2009,04-04-1979,"Perth, Australia",Male,White,Straight,Na,/people/204/000029117/
Michael Shannon,ACTOR IN A SUPPORTING ROLE,Revolutionary Road,FALSO,2009,07-08-1974,"Lexington, KY",Male,White,Straight,Na,http://www.nndb.com/people/306/000344271/
Anne Hathaway,ACTRESS,Rachel Getting Married,FALSO,2009,12-11-1982,"Brooklyn, NY",Female,White,Straight,Christian,/people/220/000032124/
Angelina Jolie,ACTRESS,Changeling,FALSO,2009,04-06-1975,"Los Angeles, CA",Female,White,Bisexual,Buddhist,/people/493/000023424/
Melissa Leo,ACTRESS,Frozen River,FALSO,2009,14-09-1960,New York City,Female,White,Straight,Na,/people/327/000042201/
Meryl Streep,ACTRESS,Doubt,FALSO,2009,22-06-1949,"Summit, NJ",Female,White,Straight,Na,/people/001/000024926/
Kate Winslet,ACTRESS,The Reader,VERDADERO,2009,05-10-1975,"Reading, England",Female,White,Straight,Na,/people/582/000023513/
Amy Adams,ACTRESS IN A SUPPORTING ROLE,Doubt,FALSO,2009,20-08-1974,"Vicenza, Italy",Female,White,Straight,Mormon,http://www.nndb.com/people/835/000129448/
Penelope Cruz,ACTRESS IN A SUPPORTING ROLE,Vicky Cristina Barcelona,VERDADERO,2009,28-04-1974,"Madrid, Spain",Female,Hispanic,Straight,Buddhist,/people/748/000025673/
Viola Davis,ACTRESS IN A SUPPORTING ROLE,Doubt,FALSO,2009,11-08-1965,"Saint Matthews, SC",Female,Black,Straight,Na,http://www.nndb.com/people/138/000131742/
Taraji P. Henson,ACTRESS IN A SUPPORTING ROLE,The Curious Case of Benjamin Button,FALSO,2009,11-09-1970,"Washington, DC",Female,Black,Straight,Na,http://www.nndb.com/people/608/000161125/
Marisa Tomei,ACTRESS IN A SUPPORTING ROLE,The Wrestler,FALSO,2009,04-12-1964,"Brooklyn, NY",Female,White,Straight,Na,/people/985/000025910/
David Fincher,DIRECTING,The Curious Case of Benjamin Button,FALSO,2009,28-08-1962,"Denver, CO",Male,White,Straight,Na,http://www.nndb.com/people/445/000031352/
Ron Howard,DIRECTING,Frost/Nixon,FALSO,2009,01-03-1954,"Duncan, OK",Male,White,Straight,Na,/people/365/000025290/
Gus Van Sant,DIRECTING,Milk,FALSO,2009,24-07-1952,"Louisville, KY",Male,White,Gay,Na,http://www.nndb.com/people/551/000022485/
Stephen Daldry,DIRECTING,The Reader,FALSO,2009,02-05-1961,"Dorset, England",Male,White,Bisexual,Na,http://www.nndb.com/people/875/000196287/
Danny Boyle,DIRECTING,Slumdog Millionaire,VERDADERO,2009,20-10-1956,"Manchester, England",Male,White,Straight,Roman Catholic,/people/887/000044755/
Jeff Bridges,ACTOR,Crazy Heart,VERDADERO,2010,04-12-1949,"Los Angeles, CA",Male,White,Straight,Lutheran,/people/779/000022713/
George Clooney,ACTOR,Up in the Air,FALSO,2010,06-05-1961,"Lexington, KY",Male,White,Straight,Na,/people/763/000022697/
Colin Firth,ACTOR,A Single Man,FALSO,2010,10-09-1960,"Grayshott, Hampshire, England",Male,White,Straight,Na,/people/813/000043684/
Morgan Freeman,ACTOR,Invictus,FALSO,2010,01-06-1937,"Memphis, TN",Male,Black,Straight,Na,/people/982/000023913/
Jeremy Renner,ACTOR,The Hurt Locker,FALSO,2010,07-01-1971,"Modesto, CA",Male,White,Straight,Na,http://www.nndb.com/people/181/000160698/
Matt Damon,ACTOR IN A SUPPORTING ROLE,Invictus,FALSO,2010,08-10-1970,"Cambridge, MA",Male,White,Straight,Na,http://www.nndb.com/people/943/000022877/
Woody Harrelson,ACTOR IN A SUPPORTING ROLE,The Messenger,FALSO,2010,23-07-1961,"Midland, TX",Male,White,Straight,Na,http://www.nndb.com/people/666/000023597/
Christopher Plummer,ACTOR IN A SUPPORTING ROLE,The Last Station,FALSO,2010,13-12-1929,"Toronto, Ontario, Canada",Male,White,Straight,Na,/people/316/000023247/
Stanley Tucci,ACTOR IN A SUPPORTING ROLE,The Lovely Bones,FALSO,2010,11-01-1960,"Katonah, NY",Male,White,Straight,Na,http://www.nndb.com/people/805/000043676/
Christoph Waltz,ACTOR IN A SUPPORTING ROLE,Inglourious Basterds,VERDADERO,2010,04-10-1956,Na,Male,White,Straight,Na,/people/455/000213813/
Sandra Bullock,ACTRESS,The Blind Side,VERDADERO,2010,26-07-1964,"Arlington, VA",Female,White,Straight,Na,/people/601/000023532/
Helen Mirren,ACTRESS,The Last Station,FALSO,2010,26-07-1945,"Chiswick, London, England",Female,White,Straight,Na,/people/907/000044775/
Carey Mulligan,ACTRESS,An Education,FALSO,2010,28-05-1985,"London, England",Female,White,Straight,Na,http://www.nndb.com/people/070/000227386/
Gabourey Sidibe,ACTRESS,Precious: Based on the Novel 'Push' by Sapphire,FALSO,2010,06-05-1983,"Brooklyn, NY",Female,Black,Na,Na,http://www.nndb.com/people/624/000346583/
Meryl Streep,ACTRESS,Julie & Julia,FALSO,2010,22-06-1949,"Summit, NJ",Female,White,Straight,Na,/people/001/000024926/
Penelope Cruz,ACTRESS IN A SUPPORTING ROLE,Nine,FALSO,2010,28-04-1974,"Madrid, Spain",Female,Hispanic,Straight,Buddhist,/people/748/000025673/
Vera Farmiga,ACTRESS IN A SUPPORTING ROLE,Up in the Air,FALSO,2010,06-08-1973,"Livingston, NJ",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/744/000122378/
Maggie Gyllenhaal,ACTRESS IN A SUPPORTING ROLE,Crazy Heart,FALSO,2010,16-11-1977,New York City,Female,White,Straight,Na,http://www.nndb.com/people/235/000027154/
Anna Kendrick,ACTRESS IN A SUPPORTING ROLE,Up in the Air,FALSO,2010,09-08-1985,"Portland, ME",Female,White,Na,Na,http://www.nndb.com/people/633/000345595/
Mo'Nique,ACTRESS IN A SUPPORTING ROLE,Precious: Based on the Novel 'Push' by Sapphire,VERDADERO,2010,11-12-1967,"Woodlawn, MD",Female,Black,Straight,Na,/people/836/000131443/
James Cameron,DIRECTING,Avatar,FALSO,2010,16-08-1954,"Kapuskasing, Ontario, Canada",Male,White,Straight,Atheist,/people/385/000025310/
Kathryn Bigelow,DIRECTING,The Hurt Locker,VERDADERO,2010,27-11-1951,"San Carlos, CA",Female,White,Straight,Na,/people/837/000079600/
Quentin Tarantino,DIRECTING,Inglourious Basterds,FALSO,2010,27-03-1963,"Knoxville, TN",Male,White,Straight,Na,http://www.nndb.com/people/664/000023595/
Lee Daniels,DIRECTING,Precious: Based on the Novel 'Push' by Sapphire,FALSO,2010,24-12-1959,"Philadelphia, PA",Male,Black,Gay,Na,http://www.nndb.com/people/054/000395863/
Jason Reitman,DIRECTING,Up in the Air,FALSO,2010,19-10-1977,"Montreal, Quebec, Canada",Male,White,Straight,Jewish,http://www.nndb.com/people/458/000213816/
Javier Bardem,ACTOR,Biutiful,FALSO,2011,01-03-1969,"Las Palmas de Gran Canaria, Canary Islands",Male,Hispanic,Straight,Na,/people/733/000109406/
Jeff Bridges,ACTOR,True Grit,FALSO,2011,04-12-1949,"Los Angeles, CA",Male,White,Straight,Lutheran,/people/779/000022713/
Jesse Eisenberg,ACTOR,The Social Network,FALSO,2011,05-10-1983,"Queens, NY",Male,White,Na,Jewish,http://www.nndb.com/people/459/000269649/
Colin Firth,ACTOR,The King's Speech,VERDADERO,2011,10-09-1960,"Grayshott, Hampshire, England",Male,White,Straight,Na,/people/813/000043684/
James Franco,ACTOR,127 Hours,FALSO,2011,19-04-1978,"Palo Alto, CA",Male,White,Straight,Na,http://www.nndb.com/people/188/000026110/
Christian Bale,ACTOR IN A SUPPORTING ROLE,The Fighter,VERDADERO,2011,30-01-1974,"Haverfordwest, Pembrokeshire, Wales",Male,White,Straight,Na,/people/877/000031784/
John Hawkes,ACTOR IN A SUPPORTING ROLE,Winter's Bone,FALSO,2011,11-09-1959,"Alexandria, MN",Male,White,Na,Na,http://www.nndb.com/people/336/000093057/
Jeremy Renner,ACTOR IN A SUPPORTING ROLE,The Town,FALSO,2011,07-01-1971,"Modesto, CA",Male,White,Straight,Na,http://www.nndb.com/people/181/000160698/
Mark Ruffalo,ACTOR IN A SUPPORTING ROLE,The Kids Are All Right,FALSO,2011,22-11-1967,"Kenosha, WI",Male,White,Straight,Na,http://www.nndb.com/people/972/000044840/
Geoffrey Rush,ACTOR IN A SUPPORTING ROLE,The King's Speech,FALSO,2011,06-07-1951,"Toowoomba, Queensland, Australia",Male,White,Straight,Na,/people/126/000025051/
Annette Bening,ACTRESS,The Kids Are All Right,FALSO,2011,29-05-1958,"Topeka, KS",Female,White,Straight,Na,http://www.nndb.com/people/585/000025510/
Nicole Kidman,ACTRESS,Rabbit Hole,FALSO,2011,20-06-1967,"Honolulu, HI",Female,White,Straight,Roman Catholic,/people/917/000022851/
Jennifer Lawrence,ACTRESS,Winter's Bone,FALSO,2011,15-08-1990,"Louisville, KY",Female,White,Straight,Na,/people/597/000272778/
Natalie Portman,ACTRESS,Black Swan,VERDADERO,2011,09-06-1981,"Jerusalem, Israel",Female,White,Straight,Jewish,/people/040/000022971/
Michelle Williams,ACTRESS,Blue Valentine,FALSO,2011,09-09-1980,"Kalispell, MT",Female,White,Straight,Na,http://www.nndb.com/people/362/000109035/
Amy Adams,ACTRESS IN A SUPPORTING ROLE,The Fighter,FALSO,2011,20-08-1974,"Vicenza, Italy",Female,White,Straight,Mormon,http://www.nndb.com/people/835/000129448/
Helena Bonham Carter,ACTRESS IN A SUPPORTING ROLE,The King's Speech,FALSO,2011,26-05-1966,"London, England",Female,White,Straight,Na,http://www.nndb.com/people/073/000025995/
Melissa Leo,ACTRESS IN A SUPPORTING ROLE,The Fighter,VERDADERO,2011,14-09-1960,New York City,Female,White,Straight,Na,/people/327/000042201/
Hailee Steinfeld,ACTRESS IN A SUPPORTING ROLE,True Grit,FALSO,2011,11-12-1996,"Los Angeles, CA",Female,White,Na,Na,http://www.nndb.com/people/482/000269672/
Jacki Weaver,ACTRESS IN A SUPPORTING ROLE,Animal Kingdom,FALSO,2011,25-05-1947,"Sydney, New South Wales, Australia",Female,White,Straight,Na,http://www.nndb.com/people/939/000366838/
Darren Aronofsky,DIRECTING,Black Swan,FALSO,2011,12-02-1969,"Brooklyn, NY",Male,White,Straight,Jewish,http://www.nndb.com/people/197/000033098/
David O. Russell,DIRECTING,The Fighter,FALSO,2011,20-08-1958,New York City,Male,White,Straight,Na,http://www.nndb.com/people/382/000129992/
Tom Hooper,DIRECTING,The King's Speech,VERDADERO,2011,05-10-1972,"London, England",Male,White,Na,Na,/people/093/000268286/
David Fincher,DIRECTING,The Social Network,FALSO,2011,28-08-1962,"Denver, CO",Male,White,Straight,Na,http://www.nndb.com/people/445/000031352/
Ethan Coen,DIRECTING,True Grit,FALSO,2011,21-09-1957,"St. Louis Park, MN",Male,White,Straight,Jewish,/people/400/000025325/
Joel Coen,DIRECTING,True Grit,FALSO,2011,29-11-1954,"St. Louis Park, MN",Male,White,Straight,Jewish,/people/399/000025324/
Demi�n Bichir,ACTOR,A Better Life,FALSO,2012,01-08-1963,"Mexico City, Mexico",Male,Hispanic,Straight,Na,http://www.nndb.com/people/111/000347067/
George Clooney,ACTOR,The Descendants,FALSO,2012,06-05-1961,"Lexington, KY",Male,White,Straight,Na,/people/763/000022697/
Jean Dujardin,ACTOR,The Artist,VERDADERO,2012,19-06-1972,"Rueil-Malmaison, Hauts-de-Seine, France",Male,White,Straight,Na,/people/303/000281457/
Gary Oldman,ACTOR,Tinker Tailor Soldier Spy,FALSO,2012,21-03-1958,"New Cross, South London, England",Male,White,Straight,Na,http://www.nndb.com/people/550/000022484/
Brad Pitt,ACTOR,Moneyball,FALSO,2012,18-12-1963,"Shawnee, OK",Male,White,Straight,Agnostic,http://www.nndb.com/people/688/000025613/
Kenneth Branagh,ACTOR IN A SUPPORTING ROLE,My Week with Marilyn,FALSO,2012,10-12-1960,"Belfast, Northern Ireland",Male,White,Straight,Protestant,http://www.nndb.com/people/813/000025738/
Jonah Hill,ACTOR IN A SUPPORTING ROLE,Moneyball,FALSO,2012,20-12-1983,"Los Angeles, CA",Male,White,Na,Jewish,http://www.nndb.com/people/728/000160248/
Nick Nolte,ACTOR IN A SUPPORTING ROLE,Warrior,FALSO,2012,08-02-1941,"Omaha, NE",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/942/000022876/
Christopher Plummer,ACTOR IN A SUPPORTING ROLE,Beginners,VERDADERO,2012,13-12-1929,"Toronto, Ontario, Canada",Male,White,Straight,Na,/people/316/000023247/
Max von Sydow,ACTOR IN A SUPPORTING ROLE,Extremely Loud & Incredibly Close,FALSO,2012,10-04-1929,"Lund, Sweden",Male,White,Straight,Na,http://www.nndb.com/people/803/000022737/
Glenn Close,ACTRESS,Albert Nobbs,FALSO,2012,19-03-1947,"Greenwich, CT",Female,White,Straight,Na,http://www.nndb.com/people/786/000024714/
Viola Davis,ACTRESS,The Help,FALSO,2012,11-08-1965,"Saint Matthews, SC",Female,Black,Straight,Na,http://www.nndb.com/people/138/000131742/
Rooney Mara,ACTRESS,The Girl with the Dragon Tattoo,FALSO,2012,17-04-1985,"Bedford, NY",Female,White,Na,Na,http://www.nndb.com/people/787/000281941/
Meryl Streep,ACTRESS,The Iron Lady,VERDADERO,2012,22-06-1949,"Summit, NJ",Female,White,Straight,Na,/people/001/000024926/
Michelle Williams,ACTRESS,My Week with Marilyn,FALSO,2012,09-09-1980,"Kalispell, MT",Female,White,Straight,Na,http://www.nndb.com/people/362/000109035/
B�r�nice Bejo,ACTRESS IN A SUPPORTING ROLE,The Artist,FALSO,2012,07-07-1976,"Buenos Aires, Argentina",Female,White,Straight,Na,http://www.nndb.com/people/121/000344086/
Jessica Chastain,ACTRESS IN A SUPPORTING ROLE,The Help,FALSO,2012,29-03-1981,"Sonoma County, CA",Female,White,Na,Na,http://www.nndb.com/people/011/000282162/
Melissa McCarthy,ACTRESS IN A SUPPORTING ROLE,Bridesmaids,FALSO,2012,26-08-1970,"Plainfield, IL",Female,White,Straight,Na,http://www.nndb.com/people/791/000281945/
