nombres_nominados_nominadas;genero;lugar_de_nacimiento;nacionalidad_1;nacionalidad_2;raza_o_etnia;su_debut_fue_estadounidense;titulo_original_pelicula_debut;categoria_nominacion_oscar;fue_ganador_o_ganadora;ano_ceremonia;titulo_original_pelicula_nominada;ano_pelicula_nominada;original_language;genres;production_companies;production_countries;spoken_languages
Lady Gaga;Femenino;Manhattan, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Machete Kills;Mejor actriz;No;2019;A Star Is Born;2018;ingles;Music, Drama, Romance;Thunder Road, 22 & Green, Gerber Pictures, Joint Effort, Malpaso Productions, Warner Bros. Pictures, Live Nation Productions;Estados Unidos;Ingles
Viggo Mortensen;Masculino;Manhattan, Estados Unidos;Estadounidense;Danesa;Blanca;Sí;  Witness;Mejor actor;No;2019;Green Book;2018;ingles;Drama, Comedy;Participant, DreamWorks Pictures, Cinetic Media;Estados Unidos;Ingles, Italiano, Ruso
Olivia Colman;Femenino;Norwich, Inglaterra;Británica;No aplica;Blanca;No; Confetti;Mejor actriz;Sí;2019;The Favourite;2018;ingles;Drama, Comedy, Thriller;Waypoint Entertainment, Element Pictures, Scarlet Films, Film4 Productions;Irlanda, Reino Unido, Estados Unidos;Ingles
Yalitza Aparicio;Femenino;Tlaxiaco, México;Mexicana;No aplica;Hispana;Sí; Roma;Mejor actriz;No;2019;Roma;2018;espanol;Drama;Participant, Esperanto Filmoj;Reino Unido, Estados Unidos;Ingles, Español
Christian Bale;Masculino;Haverfordwest, Pembrokeshire, Gales, Reino Unido;Británica;Estadounidense;Blanca;No; Mio min Mio;Mejor actor;No;2019;Vice;2018;ingles;Comedy, Drama;Plan B Entertainment, Gary Sanchez Productions, Annapurna Pictures;Estados Unidos;Ingles
Willem Dafoe;Masculino;Appleton, Estados Unidos;Estadounidense;Italiana;Blanca;Sí; The Loveless;Mejor actor;No;2019;At Eternity's Gate;2018;ingles;Drama;Iconoclast, Riverstone Pictures, Rahway Road Productions, CBS Films;Francia, Irlanda, Suiza, Reino Unido, Estados Unidos;Ingles, Frances
Melissa McCarthy;Femenino;Plainfield, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Go;Mejor actriz;No;2019;Can You Ever Forgive Me?;2018;ingles;Drama, Crime, Comedy;Archer Gray;Estados Unidos;Ingles
Glenn Close;Femenino;Greenwich, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; The World According to Garp;Mejor actriz;No;2019;The Wife;2018;ingles;Drama;Anonymous Content, Meta Film, Film i Väst, Embankment Films, Creative Scotland, Tempo Productions;Suecia, Reino Unido, Estados Unidos;Ingles, Sueco
Joaquin Phoenix;Masculino;San Juan, Puerto Rico;Estadounidense;No aplica;Blanca;Sí; SpaceCamp;Mejor actor;Sí;2020;Joker;2019;ingles;Crime, Thriller, Drama;Warner Bros. Pictures, Joint Effort, Village Roadshow Pictures, Bron Studios, DC Films;Canada, Estados Unidos;Ingles
Adam Driver;Masculino;San Diego, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; J. Edgar;Mejor actor;No;2020;Marriage Story;2019;ingles;Drama;Heyday Films;Reino Unido;Ingles
Scarlett Johansson;Femenino;Manhattan, Estados Unidos;Estadounidense ;No aplica;Blanca;Sí; North;Mejor actriz;No;2020;Marriage Story;2019;ingles;Drama;Heyday Films;Reino Unido;Ingles
Saoirse Ronan;Femenino;Bronx, Estados Unidos;Estadounidense ;No aplica;Blanca;Sí; I Could Never Be Your Woman;Mejor actriz;No;2020;Little Women;2019;ingles;Drama, Romance;Columbia Pictures, Pascal Pictures, Regency Enterprises, Sony Pictures;Estados Unidos;Frances, Ingles
Charlize Theron;Femenino;Benoni, Sudáfrica;Sudafricana;Estadounidense;Blanca;Sí; 2 Days in the Valley;Mejor actriz;No;2020;Bombshell;2019;ingles;Drama;Lighthouse Management + Media, Denver and Delilah Productions, Bron Studios, Annapurna Pictures, Creative Wealth Media Finance, Lionsgate, Endeavor Content;Canada, Estados Unidos;Ingles
Jonathan Pryce;Masculino;Holywell, Flintshire, Gales, Reino Unido;Británica;No aplica;Blanca;Sí; Voyage of the Damned;Mejor actor;No;2020;The Two Popes;2019;ingles;Drama, Comedy, History;Rideback;Estados Unidos;Ingles, Frances, Aleman, Italiano, Latin, Portuguese, Español
Antonio Banderas;Masculino;Málaga, España;Española;No aplica;Hispana;No; Pestañas postizas;Mejor actor;No;2020;Pain and Glory;2019;espanol;Drama;El Deseo, TVE;Espana;Español
Renée Zellweger;Femenino;Katy, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Reality Bites;Mejor actriz;Sí;2020;Judy;2019;ingles;Drama, History, Music;BBC Film, Calamity Films, Pathé, LD Entertainment, Roadside Attractions;Francia, Reino Unido, Estados Unidos;Ingles
Cynthia Erivo;Femenino;Stockwell, Inglaterra;Británica;No aplica;Negra;Sí; Widows;Mejor actriz;No;2020;Harriet;2019;ingles;Drama, History;Focus Features;Estados Unidos;Ingles, Italiano
Leonardo DiCaprio;Masculino;Hollywood, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Critters 3: You Are What They Eat;Mejor actor;No;2020;Once upon a Time...in Hollywood;2019;Inglés;Comedia, Drama;Columbia Pictures, Heyday Films, Visiona Romantica, Bona Film Group;Estados Unidos, Reino Unido, China;Inglés, Italiano, Español
Carey Mulligan;Femenino;Westminster, Inglaterra;Británica;No aplica;Blanca;Sí; Pride & Prejudice;Mejor actriz;No;2021;Promising Young Woman;2020;ingles;Thriller, Crime, Drama;LuckyChap Entertainment, FilmNation Entertainment;Estados Unidos;Ingles
Anthony Hopkins;Masculino;Port Talbot, Reino Unido;Británica;Estadounidense;Blanca;No; The Lion in Winter;Mejor actor;Sí;2021;The Father;2020;ingles;Drama;Trademark Films, F Comme Film, Ciné-@, Embankment Films, Film4 Productions, Canal+, Ciné+, Orange Studio, Les Films du Cru, AG Studios NYC, Simon Friend Entertainment, Viewfinder, CAA Media Finance, Sony Pictures Classics;Francia, Reino Unido, Estados Unidos;Ingles
Riz Ahmed;Masculino;Wembley, Inglaterra;Británica;No aplica;Multirracial;No; The Road to Guantanamo;Mejor actor;No;2021;Sound of Metal;2020;ingles;Drama, Music;Flat 7, Ward Four, Caviar;Estados Unidos;Ingles, Frances
Gary Oldman;Masculino;New Cross, Inglaterra;Británica;No aplica;Blanca;No; Remembrance;Mejor actor;No;2021;Mank;2020;ingles;Drama, History;Netflix International Pictures;Estados Unidos;Ingles
Vanessa Kirby;Femenino;Wimbledon, Inglaterra;Británica;No aplica;Blanca;No; Love/Loss;Mejor actriz;No;2021;Pieces of a Woman;2020;ingles;Drama;Bron Studios, Little Lamb Productions, Creative Wealth Media Finance, Proton Cinema, Sikelia Productions, Post Office Films;Canada, Hungary, Estados Unidos;Ingles
Chadwick Boseman;Masculino;Anderson, Estados Unidos;Estadounidense;No aplica;Negra;Sí; The Express;Mejor actor;No;2021;Ma Rainey's Black Bottom;2020;ingles;Drama, Music;Escape Artists, Mundy Lane Entertainment;Estados Unidos;Ingles
Viola Davis;Femenino;Saint Matthews, Estados Unidos;Estadounidense;No aplica;Negra;Sí; The Substance of Fire;Mejor actriz;No;2021;Ma Rainey's Black Bottom;2020;ingles;Drama, Music;Escape Artists, Mundy Lane Entertainment;Estados Unidos;Ingles
Steven Yeun;Masculino;Seúl, Corea del Sur;Estadounidense;Surcoreana;Asiática;Sí; My Name Is Jerry;Mejor actor;No;2021;Minari;2020;Inglés;Drama;Plan B Entertainment, A24;Estados Unidos;Inglés, Coreano
Andra Day;Femenino;Edmonds, Estados Unidos;Estadounidense;No aplica;Negra;Sí; The United States vs. Billie Holiday;Mejor actriz;No;2021;The United States vs. Billie Holiday;2020;Inglés;Drama, Música, Historia;Lee Daniels Entertainment, Hulu Originals, New Slate Ventures, Roth/Kirschenbaum Films;Estados Unidos;Inglés
Frances McDormand;Femenino;Chicago, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Blood Simple;Mejor actriz;Sí;2021;Nomadland;2020;Inglés;Drama;Highwayman Films, Hear/Say Productions, Cor Cordium Productions, Searchlight Pictures;Estados Unidos;Inglés
Benedict Cumberbatch;Masculino;Hammersmith, Inglaterra;Británica;No aplica;Blanca;No; To Kill a King;Mejor actor;No;2022;The Power of the Dog;2021;ingles;Drama, Western;BBC Film, See-Saw Films, Cross City Films, New Zealand Film Commission, Bad Girl Creek, Max Films;Australia, Canada, Nueva Zelanda, Reino Unido;Ingles
Will Smith;Masculino;Filadelfia, Estados Unidos;Estadounidense;No aplica;Negra;Sí; Where the Day Takes You;Mejor actor;Sí;2022;King Richard;2021;ingles;Drama, History;Star Thrower Entertainment, Westbrook Studios, Warner Bros. Pictures, Overbrook Entertainment;Estados Unidos;Ingles
Kristen Stewart;Femenino;Los Ángeles, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; The Safety of Objects;Mejor actriz;No;2022;Spencer;2021;ingles;Drama;FilmNation Entertainment, Komplizen Film, Shoebox Films, Fabula, Fabula;Chile, Alemania, Reino Unido, Estados Unidos;Ingles
Penélope Cruz;Femenino;Alcobendas, España;Española;No aplica;Hispana;No; Jamón Jamón;Mejor actriz;No;2022;Parallel Mothers;2021;espanol;Drama;El Deseo, TVE;Espana;Español
Olivia Colman;Femenino;Norwich, Inglaterra;Británica;No aplica;Blanca;No; Confetti;Mejor actriz;No;2022;The Lost Daughter;2021;ingles;Drama;Pie Films, Endeavor Content, Samuel Marshall Productions, Media Finance Capital, Faliro House Productions;Greece, Reino Unido, Estados Unidos;Ingles, Griego, Italiano
Denzel Washington;Masculino;Mount Vernon, Estados Unidos;Estadounidense;No aplica;Negra;Sí; Carbon Copy;Mejor actor;No;2022;The Tragedy of Macbeth;2021;ingles;Drama, War;IAC Films, A24;Estados Unidos;Ingles
Javier Bardem;Masculino;Las Palmas de Gran Canaria, España;Española;No aplica;Hispana;No; Las edades de Lulú;Mejor actor;No;2022;Being the Ricardos;2021;ingles;Drama, History;Amazon Studios, Big Indie Pictures, Escape Artists;Estados Unidos;Ingles, Español
Nicole Kidman;Femenino;Honolulú, Estados Unidos;Estadounidense;Australiana;Blanca;No; Bush Christmas;Mejor actriz;No;2022;Being the Ricardos;2021;ingles;Drama, History;Amazon Studios, Big Indie Pictures, Escape Artists;Estados Unidos;Ingles, Español
Jessica Chastain;Femenino;Condado de Sonoma, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Jolene;Mejor actriz;Sí;2022;The Eyes of Tammy Faye;2021;ingles;Drama, History;Freckle Films, MWM Studios, Searchlight Pictures, Semi-Formal Productions;Estados Unidos;Ingles
Andrew Garfield;Masculino;Los Ángeles, Estados Unidos;Estadounidense;No aplica;Blanca;No; Boy A;Mejor actor;No;2022;tick, tick...BOOM!;2021;Inglés;Drama, Música;Imagine Entertainment, Netflix, 5000 Broadway Productions;Estados Unidos;Inglés
Michelle Yeoh;Femenino;Ipoh, Malasia;Malasia;No aplica;Asiática;No; Mao tou ying yu xiao fei xiang;Mejor actriz;Sí;2023;Everything Everywhere All at Once;2022;ingles;Action, Adventure, Science Fiction;AGBO, Ley Line Entertainment, Year of the Rat Productions, A24, IAC Films;Estados Unidos;Cantones, Mandarin, Ingles
Brendan Fraser;Masculino;Indianápolis, Estados Unidos;Estadounidense;Canadiense;Blanca;Sí; Dogfight;Mejor actor;Sí;2023;The Whale;2022;ingles;Drama;A24, Protozoa Pictures;Estados Unidos;Ingles
Austin Butler;Masculino;Anaheim, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Aliens in the Attic;Mejor actor;No;2023;Elvis;2022;ingles;Drama, Music, History;Bazmark Films, The Jackal Group, Warner Bros. Pictures, Fin Design & Effects;Australia, Estados Unidos;Ingles
Colin Farrell;Masculino;Castleknock, Irlanda;Irlandesa;No aplica;Blanca;No; The War Zone;Mejor actor;No;2023;The Banshees of Inisherin;2022;ingles;Drama, Comedy, History;Searchlight Pictures, Blueprint Pictures, Film4 Productions, Metropolitan Films International, TSG Entertainment;Irlanda, Reino Unido, Estados Unidos;Ingles
Michelle Williams;Femenino;Kalispell, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Lassie;Mejor actriz;No;2023;The Fabelmans;2022;ingles;Drama;Amblin Entertainment, Reliance Entertainment;Estados Unidos;Ingles
Ana de Armas;Femenino;La Habana, Cuba ;Cubana;Española;Hispana;No; Una rosa de Francia;Mejor actriz;No;2023;Blonde;2022;ingles;Drama;Plan B Entertainment;Estados Unidos;Ingles, Italiano
Paul Mescal;Masculino;Maynooth, Irlanda;Irlandesa;No aplica;Blanca;Sí; The Lost Daughter;Mejor actor;No;2023;Aftersun;2022;ingles;Drama;PASTEL, BBC Film, Tango Entertainment, Unified Theory, Screen Scotland, BFI, AZ Celtic Films;Turquia, Reino Unido, Estados Unidos;Ingles, Turco
Bill Nighy;Masculino;Caterham, Inglaterra;Británica;No aplica;Blanca;No; Eye of the Needle;Mejor actor;No;2023;Living;2022;ingles;Drama;Number 9 Films, Film4 Productions, County Hall Arts, Lipsync Productions, RocketScience, Kurosawa Production, Filmgate Films, Film i Väst, Woolley/Karlsen Productions;Japon, Suecia, Reino Unido;Ingles
Andrea Riseborough;Femenino;Newcastle upon Tyne, Inglaterra;Británica;No aplica;Blanca;Sí; Venus;Mejor actriz;No;2023;To Leslie;2022;ingles;Drama;BCDF Pictures, Baral Waley Productions, Shaken, Not Stirred Productions, Bluewater Lane Productions;Estados Unidos;Ingles
Cate Blanchett;Femenino;Melbourne, Australia;Australiana;Estadounidense;Blanca;Sí; Paradise Road;Mejor actriz;No;2023;Tár;2022;Inglés;Drama, Música;Standard Film Company, Focus Features;Estados Unidos, Alemania;Inglés, Alemán
Cillian Murphy;Masculino;Douglas, Irlanda;Irlandesa;No aplica;Blanca;No; The Tale of Sweety Barrett;Mejor actor;Sí;2024;Oppenheimer;2023;ingles;Drama, History;Syncopy, Universal Pictures, Atlas Entertainment;Reino Unido, Estados Unidos;Dutch, Ingles
Sandra Hüller;Femenino;Suhl, Alemania;Alemana;No aplica;Blanca;No; Midsommar Stories;Mejor actriz;No;2024;Anatomy of a Fall;2023;frances;Drama, Crime, Mystery;Les Films de Pierre, Les Films Pelléas, France 2 Cinéma, Auvergne-Rhône-Alpes Cinéma, Canal+, Ciné+, France Télévisions, CNC, Région Nouvelle-Aquitaine, Région Auvergne-Rhône-Alpes, ARTE/Cofinova 18;Francia;Ingles, Frances, Aleman
Bradley Cooper;Masculino;Filadelfia, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Wet Hot American Summer;Mejor actor;No;2024;Maestro;2023;ruso;Documentary;Sikelia Productions, Amblin Entertainment, Lea Pictures, Berner Films, Netflix ;Russia;Ruso
Carey Mulligan;Femenino;Westminster, Inglaterra;Británica;No aplica;Blanca;Sí; Pride & Prejudice;Mejor actriz;No;2024;Maestro;2023;ruso;Documentary;Sikelia Productions, Amblin Entertainment, Lea Pictures, Berner Films, Netflix ;Russia;Ruso
Lily Gladstone;Femenino;Kalispell, Estados Unidos;Estadounidense;No aplica;Multirracial;Sí; Jimmy P: Psychotherapy of a Plains Indian;Mejor actriz;No;2024;Killers of the Flower Moon;2023;ingles;Crime, Drama, Thriller;Appian Way, Imperative Entertainment, Sikelia Productions, Apple Studios;Estados Unidos;Ingles
Jeffrey Wright;Masculino;Washington D.C., Estados Unidos;Estadounidense;No aplica;Negra;Sí; Presumed Innocent;Mejor actor;No;2024;American Fiction;2023;ingles;Comedy, Drama;Orion Pictures, T-Street Productions, MRC, 3 Arts Entertainment, Metro-Goldwyn-Mayer;Estados Unidos;Ingles
Paul Giamatti;Masculino;New Haven, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Past Midnight;Mejor actor;No;2024;The Holdovers;2023;ingles;Comedy, Drama;Miramax, Gran Via Productions;Estados Unidos;Ingles
Emma Stone;Femenino;Scottsdale, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Superbad;Mejor actriz;Sí;2024;Poor Things;2023;ingles;Science Fiction, Romance, Comedy;Element Pictures, Film4 Productions, Searchlight Pictures, TSG Entertainment;Irlanda, Reino Unido, Estados Unidos;Ingles
Colman Domingo;Masculino;Filadelfia, Estados Unidos;Estadounidense;No aplica;Negra;Sí; Around the Fire;Mejor actor;No;2024;Rustin;2023;ingles;Drama, History;Higher Ground Productions;Estados Unidos;Ingles
Annette Bening;Femenino;Topeka, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; The Great Outdoors;Mejor actriz;No;2024;Nyad;2023;Inglés;Drama, Historia;Black Bear Pictures, Mad Chance Productions, Zurich Avenue, ;Estados Unidos;Inglés, español
Cynthia Erivo;Femenino;Stockwell, Inglaterra;Británica;No aplica;Negra;Sí; Widows;Mejor actriz;No;2025;Wicked;2024;ingles;Horror;ACM Films;Estados Unidos;ingles
Adrien Brody;Masculino;Queens, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; New York Stories;Mejor actor;Sí;2025;The Brutalist;2024;ingles;Drama;Dope Meat Films;Reino Unido;Ingles
Fernanda Torres;Femenino;Río de Janeiro, Brasil;Brasileña;No aplica;Blanca;No; Inocência;Mejor actriz;No;2025;I'm Still Here;2024;ingles;Documentary;Brookstreet  Pictures, Kaplan Morrison, Intake Films;Estados Unidos;Ingles
Timothée Chalamet;Masculino;Nueva York, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Men, Women & Children;Mejor actor;No;2025;A Complete Unknown;2024;Inglés;Drama, Música;Searchlight Pictures, Range Media Partners, Big Indie Pictures;Estados Unidos;Inglés
Colman Domingo;Masculino;Filadelfia, Estados Unidos;Estadounidense;No aplica;Negra;Sí; Around the Fire;Mejor actor;No;2025;Sing Sing;2024;Inglés;Drama;Black Bear, Marfa Peach Company, Edith Productions;Estados Unidos;Inglés
Ralph Fiennes;Masculino;Ipswich, Inglaterra;Británica;No aplica;Blanca;Sí; Wuthering Heights;Mejor actor;No;2025;Conclave;2024;Inglés;Drama, Suspense, Misterio;Access Entertainment, FilmNation Entertainment, Indian Paintbrush;Reino Unido, Estados Unidos;Inglés, Italiano, Latín, Español
Sebastian Stan;Masculino;Constanza, Rumanía;Rumana;Estadounidense;Blanca;Sí; Tony 'n' Tina's Wedding;Mejor actor;No;2025;The Apprentice;2024;Inglés;Drama, Historia;Scythia Films, Profile Pictures, Tailor Made Films, Gidden Media, LB Entretainment y Rocket Science;Canadá, Dinamarca, Irlanda, Estados Unidos;Inglés
Mikey Madison;Femenino;Los Ángeles, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Liza Liza: Skies Are Grey;Mejor actriz;Sí;2025;Anora;2024;Inglés;Comedia, Drama, Romance;Cinereach, FilmNation Entertainment, Neon;Estados Unidos;Inglés, Ruso
Karla Sofía Gascón;Femenino;Alcobendas, España;Española;No aplica;Hispana;No; Se buscan fulmontis;Mejor actriz;No;2025;Emilia Pérez;2024;Francés;Crimen, Drama, Música, Comedia;Why Not Productions, Pathé Films, Page 114, France 2 Ciném, Saint Laurent;Francia;Español, Inglés
Demi Moore;Femenino;Roswell, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Choices;Mejor actriz;No;2025;The Substance;2024;Inglés;Terror, Ciencia ficción, Drama;Working Title Films, Blacksmith, Good Chaos, Universal Pictures;Francia, Reino Unido;Inglés
Michael B. Jordan;Masculino;Santa Ana, Estados Unidos;Estadounidense;No aplica;Negra;Sí; Black and White;Mejor actor;Sí;2026;Sinners;2025;Inglés;Terror, Acción, Suspense;Proximity Media, Warner Bros. Pictures;Estados Unidos;Inglés
Timothée Chalamet;Masculino;Nueva York, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Men, Women & Children;Mejor actor;No;2026;Marty Supreme;2025;Inglés;Comedia, Drama;A24, Central Group, Central Pictures, IPR.VC;Estados Unidos;Inglés
Leonardo DiCaprio;Masculino;Hollywood, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Critters 3: You Are What They Eat;Mejor actor;No;2026;One Battle after Another;2025;Inglés;Acción, Crimen, Suspense, Drama;Warner Bros. Pictures, Ghoulardi Film Company;Estados Unidos;Inglés, Español
Ethan Hawke;Masculino;Austin, Estados Unidos;Estadounidense;No aplica;Blanca;Sí; Explorers;Mejor actor;No;2026;Blue Moon;2025;Inglés;Drama, Comedia, Música;Detour Filmproduction, Wild Atlantic Pictures, Sony Pictures Classics, Cinetic MediaRenovo Media Group, Under the Influence Productions;Irlanda, Estados Unidos;Inglés
Wagner Moura;Masculino;Salvador de Bahía, Brasil;Brasileña;No aplica;Blanca;Sí; Woman on Top;Mejor actor;No;2026;The Secret Agent;2025;Portugués;Suspense, Drama, Historia;CinemaScópio, MK Productions, One Two Films, Lemming Film, ARTE France Cinéma;Brasil, Francia, Alemania, Países Bajos;Portugués, Alemán
